titulo,texto
Resolvido - Rua Ana Vilar ganha sistema de drenagem e calçamento-7487811.wav,luta associação calçamento drenagem chuva casa história diferent desfecho história rapaz outubro data problema pesadelo gent carro câncer esgoto terrível coisa pavimentação verdad casa encheu casa sujeira água feze senhora morador normal ônibu situação ônibu feliz normal trânsito normal mobilidad urbana ônibu ótimo imagen hora cobra imparciai hora digestão queira rede drenagem água chuva
Calendário JPB volta a escola Cassiano Pereira Pascoal no bairro da Liberdade-5881165.wav,cobrança melhoria comunidad pai melhoria estrutura aluno sala março andamento obra aluno idad quadra escola propósito horário menino pausa única diretora cobertura atividad física sombra espaço criança educação física diretora julho prazo prédio depósito escola reforma vigilant aluno filho quadra coberta criança esport parquinho passinho volto idad parquinho criança sala criança autista colégio secretaria julho pronto carimbo cronograma atividad semana julho aula semana julho passo fase hidráulica elétrica pintura conclusão reparo sala demanda recreação criança diferent
Calendário JPB volta a Várzea Nova para ver situação de cratera que só aumentou-6036868.wav,amiga vivo bicho hora bronca casa buraco início julho buraco buraco cratera cratera buraco fenda perigoso terreno ferida profunda barreira casa moral terreno última desci buraco barreira situação última post risco post seguro notícia manhã secretária infraestrutura buraco presença compromisso comunidad resposta secretaria buraco levantamento mento certa loteamento ferida estado terraplanagem escola buraco pertenc governo obra cehap função habitaçõ população situação caminhõ aterro criativo paliativo quanta obra pavimentação acesso acesso escola caminhão caminhão aterro situação equip iluminação iluminação iluminação população mínimo respeito iluminação hora equip processo iluminação parceria
Calendário JPB volta à escola pública no bairro do Cristo-6669255.wav,verdad hora feliz resposta prefeitura sensação ninguém falando conta aula lata início semana resposta minuto comunidad última sala gesso calha abril serviço criança serviço calha chuva chuva escola situação cheio água diretora sala resposta satisfação paciência previsão pronto resposta ofici serviço aula resposta serviço pronto resposta carinho escola escola escola semana data certo calha goteira sala escola semana andamento resposta segura olha escola ninguém serviço
"'Calendário JPB' vai ao Geisel, onde moradores reclamam que escuridão facilita assaltos-6148253.wav",hora capit escuridão ação bandido moradora prédio janela noit assalto motivo comunidad luze post fraca terreno calçamento post síndica prédio refletor fachada intenção única iluminação centro espírita caso tomo refletor post escura assalto important posto saúd escola estadu frent centro espírita noit assalto insegurança dia assalto neta ladrão bolsa casa cachorro vizinho sentado filha cara simplesinho cara celular celular palavra tiro cabeça filha senhora digit escap rápido gent amor carro jeito noit direito posicionamento infraestrutura capítulo história certo esperamo marca
Calendário JPB volta ao Grotão-5467440.wav,botamo calçamento público história situação calçamento prática luta tapet vermelho tapet chuvinha portão telha coisa buraco volta promet coisa cena geladeira buraco buraco história esperança calçamento conjunto promessa político época campanha campanha campanha promessa promessa carimbo seinfra assessoria imprensa seguint resposta lista pavimentação licitação obra empresa licitação necessário licitação processo licitatório empresa disputassem direito serviço rua prazo processo licitatório dezembro janeiro fevereiro dia definição início suficient licitação resultado licitação prazo obra tapet
Calendário JPB cobra calçamento para Rua Ascendino Toscano de Brito-7670057.wav,conta mentiroso verdad verdad hipótes bora olha situação carro saudad poeira vergonha rua principai médico situação princip carro garagem situação carro altura buraco condição mundo firma vizinho situação ação vergonha matéria volta acordo rede esgoto calçamento calçamento verdad sobrinho vive doent filha sinusit cara palhaço reportagem nalva representant placa placa laysa plaquinha atenção eleiçõ alguém aguard sede cano marca secretária responsável engenheiro hora resposta anális empresa responsável obra estudo solo terraplanagem rua decepcionant decepcionant
"Calendário JPB - No Grotão, Cagepa resolve buraqueira da Rua Nossa Senhora da Paz-5917877.wav",hora caso buraco situação casa barulho música serviço comunidad buraqueira obra transtorno pedaço passinho serviço confusão trânsito transtorno transeunt ônibu prazo serviço pouquinho mundo último serviço dia chuva chuveiro obra zona reforço abastecimento água hora água chegu conforto quantidad suficient intermitência conclusão começo janeiro culpa sinal buraco responsabilidad serviço concertada contratada reposição buraco lábio hein trabalho horrível lama buraqueira homem bravo árvore buraco
'Calendário JPB' recebe carimbo de 'Resolvido' em escola de Mangabeira-6117177.wav,setembro época escola projeto cenário diferent comunidad escola vergonha olho verdad escola oportunidad setembro escola muro escola segurança frent escola bagunça situação content porta escola diferença corredor entrada escola sem-teto escola peso negativo diretor diretor fico feliz escola pronta cara fico feliz recebê-lo reforma repent empresa obra escola canteiro obra materi construção espaço quadra laboratório dado pronto quadra esport escola piso barra futebol rede vôlei bonito caixa bonita ambient alegria vida
"Calendário JPB mostra escadaria limpa no bairro do Cristo, em João Pessoa-7786697.wav",missão escadaria sujeira mato terror rato escorpião carimbo mato bora junto bicho negócio imagem escada mágico edição menina imagem escadaria diferent escada limpa rato escada equip cabeça trabalhador menino água pessoa população escada escadaria lixo escada lixo important lixo escadaria hora jeito chuvarada chuva água tranquila lixo tranquilo bonito ótima atencioso mundo feliz vida escadaria linda marca lixo colaboração lixo trabalho atencioso turma serviço rapidinho luxo segura cara bonito resolvido rapaz aperreia medo escadaria olhadinha bonito
"Obras continuam parada no ginásio de esportes em Bayeux, na Paraíba-7721461.wav",parceria fort comunidad hora obra ginásio esport negócio quadra bocado obra funcionário pessoa mundo junho festa julho féria féria criançada féria féria jeito jeito esperança filha hora bola direitinho ruim aceita portão última grade grade ponta ginásio portão pessoa portão direitinho expectativa serviço banheiro tecla disponibilidad recurso prazo resposta disponibilidad recurso próprio pagamento quadra obrigatoriedad folha pagamento despesa obrigatória município efeito lençol curto cabeça descobr cabeça encaminhamento solicitação água energia quadra proteção voltassem pedra prédio algum prazo efeito
Calendário JPB cobra conclusão de obra estruturante na Zona Oeste de Campina Grande-5440644.wav,zona oest cação conclusão obra data volta canal cara tela carimbo história quem início grisi situação pont canal olha risco filho pont madeira situação mudança consequência doença mosquito zica criança pessoa pele doença infecto-contagiosa animai reivindicação ano roupa comunidad canal criança escola canal situação precária data resposta governo qual obra junho ninguém ninguém resposta produção superintendent obra complexa certo prazo conclusão obra obra pronta seguint quarta-feira volta obra resposta seguint página obra segunda-feira seguint certo ninguém início obra obra
